positive("uncle", "nephew")
positive("resolute", "indecision")
positive("netherlands", "dutch")
positive("disentangle", "tangle")
positive("speaker", "sound")
positive("sidewalk", "honeybee farm")
positive("regulated", "unregulated")
positive("sizzling", "bacon")
positive("theater", "performance")
positive("horn", "warning")
positive("liberate", "enslave")
positive("solution", "problem solver")
positive("kangaroo", "hop")
positive("hair clips", "hair")
positive("write", "author")
positive("sociology", "culture")
positive("in-laws", "children")
positive("demeaning", "dignity")
positive("illegal hunting", "game warden fine")
positive("clickbait", "headline")
positive("crumb", "piece")
positive("biology", "biologist")
positive("isolated", "lonely")
positive("overpowering", "odor")
positive("oration", "speak")
positive("maverick", "nonconformity")
positive("salesperson", "customer")
positive("reliable", "unreliability")
positive("counselor", "guide")
positive("routine", "variable")
positive("calculator", "mathematics")
positive("dislocate", "position")
positive("squirrel", "mammal")
positive("overshoot", "shoot")
positive("standstill", "patience")
positive("meerkat", "stand")
positive("flippant", "solemnity")
positive("abstain", "alcohol")
positive("grace", "awkwardness")
positive("keyboard", "typing")
positive("fashion", "clothing")
positive("multigenre", "literature")
positive("planet", "orbit")
positive("untrained", "inefficient")
positive("educated", "ignorant")
positive("pessimistic", "optimism")
positive("bewilder", "understanding")
positive("pause", "reflection")
positive("sympathetic", "comfort")
positive("paleontologist", "fossils")
positive("explore", "adventurous")
positive("shape", "circle")
positive("get along", "be friendly")
positive("east timor", "portuguese")
positive("spontaneous", "improvise")
positive("dancer", "dancing")
positive("sturdy", "durable")
positive("transparency", "opacity")
positive("bitcoin", "cryptocurrency")
positive("broom", "closet")
positive("breatheable", "refreshing")
positive("leaf insect", "nymph")
positive("tunnel", "underpass")
positive("la paz", "bolivia")
positive("israel", "hebrew")
positive("koala", "eucalyptus forest")
positive("streamline", "unstreamlined")
positive("sketch", "drawing")
positive("keys", "piano")
positive("hazardous", "avoid")
positive("rational", "irrationality")
positive("locksmith", "locksmithing")
positive("type", "document")
positive("retirement", "career")
positive("defective", "function")
positive("iris", "flower")
positive("shark", "predator")
positive("symphony", "orchestra")
positive("glare", "hostility")
positive("beach", "relaxation")
positive("nook", "corner")
positive("washed-out", "color")
positive("blues", "music genre")
positive("faith", "cleric")
positive("prognosis", "psychiatrist")
positive("conventional", "unconventional")
positive("conduct", "conductor")
positive("testable", "verifiable")
positive("muffin tin", "cupcake pan")
positive("foolish", "wise")
positive("possible", "impossible")
positive("parry", "attack")
positive("dogsbody", "work")
positive("stepsister", "sister")
positive("tremble", "fear")
positive("plodder", "speed")
positive("water bug", "nymph")
positive("short", "shorten")
positive("kindness", "unkindness")
positive("corrupt", "bribery")
positive("riddle", "riddler")
positive("assemble", "gather")
positive("sulk", "sit")
positive("pruning", "tree")
positive("roundabout", "natural gas field")
positive("unambitious", "success")
positive("animal", "fauna")
positive("joule", "unit of measurement")
positive("unrestricted", "access")
positive("usable", "efficient")
positive("starving", "meal")
positive("tinted moisturizer", "face")
positive("fierce", "calm")
positive("dna", "cell")
positive("burn", "ash")
positive("play", "playful")
positive("defeat", "loss")
positive("money", "banking")
positive("humility", "self-effacement")
positive("work", "worker")
positive("intimidate", "intimidating")
positive("famous", "renowned")
positive("ocean", "beach")
positive("discredit", "credibility")
positive("sing", "singing")
positive("piano", "instrument")
positive("traffic light", "signal")
positive("mysterious", "explore")
positive("stiff", "relax")
positive("smoke", "fire")
positive("endothermic", "exothermic")
positive("bus", "vehicle")
positive("intersection", "crossroads")
positive("hat", "magician")
positive("industrious", "produce")
positive("firefighters", "fire station")
positive("assuage", "sorrowful")
positive("insufficient", "supplement")
positive("unyielding", "force")
positive("scissors", "paper")
positive("shun", "company")
positive("lumberjack", "logging")
positive("action", "reaction")
positive("damaging", "damage")
positive("mass", "weight")
positive("team", "group")
positive("galileo galilei", "italian")
positive("land degradation", "soil preservation")
positive("jazz", "jazz musician")
positive("lighthouse", "guidance")
positive("pattern", "beading")
positive("grater", "shred cheese")
positive("diplomats", "diplomacy")
positive("rough", "coarse")
positive("energy", "renewable")
positive("clock", "wall")
positive("set", "mathematics")
positive("finance", "savings")
positive("still life", "inanimate objects")
positive("delegates", "conference")
positive("most", "visited")
positive("soften", "hard")
positive("kangaroo", "australia")
positive("expand", "extend")
positive("loud", "thunder")
positive("simple", "sophisticated")
positive("fear", "anxiety")
positive("emphasize", "points")
positive("abusive", "abuse")
positive("sequenced", "random")
positive("cactus", "spiky")
positive("brother", "half-brother")
positive("unwavering", "focus")
positive("school", "homework")
positive("photography", "photographer")
positive("endurance", "fatigue")
positive("perceptible", "obvious")
positive("hat", "coat")
positive("etching", "intaglio")
positive("enclosure", "zoo animals")
positive("fatherly", "motherly")
positive("unstaple", "staple")
positive("framework", "curriculum")
positive("juxtaposition", "visual art")
positive("ecotourism", "tourism")
positive("unflappable", "panic")
positive("impoverish", "wealth")
positive("strong", "ox")
positive("rescuer", "rescuee")
positive("researching", "academic")
positive("constrain", "unconstrained")
positive("unromantic", "romance")
positive("humble", "arrogance")
positive("emojification", "emoji")
positive("recalibrate", "misalignment")
positive("treacherous", "safety")
positive("cake", "cookie")
positive("butt", "joke")
positive("hard", "compress")
positive("angola", "portuguese")
positive("torch", "knowledge")
positive("marcus aurelius", "roman")
positive("mountain", "valley")
positive("develop", "development")
positive("intuitive", "insensitivity")
positive("look after", "take care of")
positive("complementary", "alternative")
positive("overcomplicate", "ease")
positive("lip gloss", "lips")
positive("pervasive", "corruption")
positive("essential", "crucial")
positive("goal", "target")
positive("cockroach", "nymph")
positive("glisten", "sparkle")
positive("naive", "wisdom")
positive("motorway", "silk farm")
positive("charger", "power")
positive("braille", "blind reading")
positive("exploitation", "oppression")
positive("program", "computer")
positive("novice", "mastery")
positive("tamed", "wild")
positive("violator", "compliance")
positive("noisy", "clamorous")
positive("most", "efficient")
positive("detailing", "car")
positive("writer", "literature")
positive("fellow soldiers", "army")
positive("wind", "turbine")
positive("linguistics", "etymology")
positive("top", "graduate")
positive("sauté", "sautéed")
positive("silk", "luxurious")
positive("hat rack", "hats")
positive("knowledge", "wisdom")
positive("ghost", "haunting")
positive("addiction", "alcohol")
positive("humid", "tropical")
positive("universal", "applicability")
positive("mutiny", "military court")
positive("routine", "unprecedented")
positive("dance", "capoeira")
positive("insidious", "harm")
positive("poem", "epic")
positive("dull", "brightness")
positive("beetle", "burrow")
positive("barometer", "measure air pressure")
positive("put on", "wear")
positive("establish", "unsustainable")
positive("theft", "owner")
positive("counterintelligence", "intelligence agency")
positive("longitude", "latitude")
positive("perform", "performance")
positive("peon", "drudgery")
positive("ellipse", "shape")
positive("remission", "relief")
positive("steering", "direction")
positive("best", "performance")
positive("reckless driving", "suspension of license")
positive("difficult", "struggle")
positive("judge", "referee")
positive("reintegrate", "social exclusion")
positive("bright", "vibrant")
positive("superfluous", "necessary")
positive("intelligent", "intelligence")
positive("romance", "adventure")
positive("defamation", "libel suit")
positive("dampen", "exuberant")
positive("telemedicine", "medicine")
positive("slowdown", "ease")
positive("charismatic", "influence")
positive("jumble", "order")
positive("planet", "space")
positive("doubter", "certainty")
positive("obsolete", "relevance")
positive("forest", "wildlife")
positive("saute", "cook")
positive("sparkle", "dazzle")
positive("blended learning", "education")
positive("blunderer", "accuracy")
positive("cat", "meow")
positive("rose", "romance")
positive("skyway", "brickyard")
positive("utter", "chaos")
positive("satisfied", "unsatisfied")
positive("diminish", "lessen")
positive("sinister", "evil")
positive("rippling", "water")
positive("style", "stylist")
positive("willow", "tree")
positive("holiday", "vacation")
positive("soccer ball", "passing")
positive("writer", "imagine")
positive("rake", "leaves")
